customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C03394,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.49,6804.11,No
C03395,Male,0,No,Yes,24,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,95.42,2346.26,Yes
C03396,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.56,1333.22,Yes
C03397,Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),109.61,5628.76,No
C03398,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,93.35,3853.03,No
C03399,Female,1,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.45,5635.99,No
C03400,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.49,405.55,No
C03401,Female,1,Yes,No,43,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.46,2201.91,Yes
C03402,Female,1,No,No,43,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,54.91,2428.93,No
C03403,Female,0,No,Yes,50,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),59.7,3004.66,No
C03404,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,65.1,1253.76,No
C03405,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.28,985.37,No
C03406,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.34,2055.89,Yes
C03407,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.01,2302.63,No
C03408,Female,1,No,No,56,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.56,4149.67,Yes
C03409,Male,0,No,No,40,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.51,1043.83,No
C03410,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.94,4368.38,Yes
C03411,Male,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72.28,1875.24,No
C03412,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.98,2324.44,Yes
C03413,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.79,3993.46,No
C03414,Male,0,No,Yes,69,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,83.61,5851.93,No
C03415,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),49.34,1109.4,No
C03416,Female,0,Yes,No,17,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.13,1288.13,No
C03417,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.64,5600.03,Yes
C03418,Female,0,No,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),52.32,722.53,No
C03419,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.06,5784.36,No
C03420,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,95.71,3252.05,No
C03421,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,85.7,2229.17,No
C03422,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.41,84.52,Yes
C03423,Male,0,Yes,No,20,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,73.25,1347.32,No
C03424,Male,1,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),71.17,2719.76,No
C03425,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.97,2716.03,Yes
C03426,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.81,999.61,No
C03427,Male,1,Yes,No,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.25,619.7,Yes
C03428,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,48.56,2346.55,No
C03429,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),47.93,89.62,No
C03430,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.03,306.11,Yes
C03431,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.05,219.91,No
C03432,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.15,2761.06,Yes
C03433,Male,1,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.81,561.01,No
C03434,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),72.62,974.82,No
C03435,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.35,947.47,Yes
C03436,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.71,3376.59,No
C03437,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.52,3761.58,No
C03438,Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.6,4505.62,No
C03439,Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,45.58,2705.15,No
C03440,Male,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),99.45,5960.84,No
C03441,Male,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.43,363.59,No
C03442,Male,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.73,451.14,Yes
C03443,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,51.89,3325.52,No
C03444,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),47.48,1388.21,No
C03445,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.95,1166.33,No
C03446,Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.43,775.31,No
C03447,Male,0,No,No,47,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.26,4032.61,No
C03448,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,109.35,7849.1,No
C03449,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.03,1310.83,No
C03450,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.0,2479.65,No
C03451,Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.54,1721.34,No
C03452,Female,1,No,Yes,31,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,57.04,1811.18,Yes
C03453,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),86.39,793.67,No
C03454,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,105.38,2505.94,No
C03455,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.7,1125.91,No
C03456,Male,0,No,Yes,23,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.83,690.92,Yes
C03457,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),61.02,136.46,No
C03458,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.68,1325.19,No
C03459,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.35,1685.9,No
C03460,Female,0,No,Yes,54,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.56,3604.28,No
C03461,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.69,199.85,No
C03462,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.54,4384.19,No
C03463,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.46,2077.2,No
C03464,Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.99,364.43,Yes
C03465,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.5,1796.21,No
C03466,Male,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.14,329.95,No
C03467,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.73,373.8,No
C03468,Male,1,Yes,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,764.47,Yes
C03469,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.14,5363.83,No
C03470,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),58.22,4063.53,Yes
C03471,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.39,2489.5,No
C03472,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.85,876.75,No
C03473,Female,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.55,1385.34,No
C03474,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.77,3015.27,No
C03475,Male,0,Yes,No,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,49.33,3428.58,No
C03476,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.53,2328.67,No
C03477,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.16,3776.08,No
C03478,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.38,4424.51,No
C03479,Female,0,No,Yes,45,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.84,2556.56,No
C03480,Female,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.04,787.53,Yes
C03481,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.32,1254.59,No
C03482,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,63.42,3787.79,No
C03483,Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),109.21,6194.53,No
C03484,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.86,2590.18,No
C03485,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),64.39,1765.38,No
C03486,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.46,1392.4,Yes
C03487,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.95,754.34,No
C03488,Female,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.16,1453.12,Yes
C03489,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.03,7035.12,No
C03490,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.31,2373.14,Yes
C03491,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.81,6312.91,No
C03492,Female,0,Yes,No,60,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.46,3477.39,No
C03493,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,106.41,7318.9,No
C03494,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.96,170.13,No
C03495,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,76.97,2436.11,No
C03496,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.42,4195.22,Yes
C03497,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,97.6,1120.0,No
C03498,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.66,581.77,No
C03499,Female,0,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.23,436.69,No
C03500,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.57,1947.47,No
C03501,Male,1,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.5,378.27,No
C03502,Male,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.8,3066.62,No
C03503,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.68,5686.11,No
C03504,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.28,796.73,Yes
C03505,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.68,1123.11,No
C03506,Female,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.18,2933.53,No
C03507,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,71.64,4448.85,No
C03508,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.27,116.69,Yes
C03509,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.69,1143.5,Yes
C03510,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),89.99,4970.04,No
C03511,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.26,1744.6,Yes
C03512,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.9,927.32,No
C03513,Female,1,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.1,138.32,No
C03514,Female,1,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.95,3342.13,No
C03515,Male,1,Yes,No,21,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.9,1871.61,Yes
C03516,Male,0,No,Yes,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,59.93,1302.08,No
C03517,Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.08,4479.23,Yes
C03518,Female,0,No,Yes,13,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.7,340.9,No
C03519,Male,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),108.91,5409.82,No
C03520,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),59.52,2217.03,No
C03521,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.72,850.25,No
C03522,Female,1,No,No,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.79,2287.98,Yes
C03523,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.46,589.89,Yes
C03524,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.28,534.48,No
C03525,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,134.68,No
C03526,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,76.03,4491.86,No
C03527,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.72,539.56,Yes
C03528,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,85.51,5875.38,No
C03529,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,61.73,309.27,No
C03530,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,91.95,5213.82,No
C03531,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,84.35,3518.71,Yes
C03532,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,89.77,4582.09,No
C03533,Female,0,No,Yes,5,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.0,275.18,Yes
C03534,Female,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.36,55.18,Yes
C03535,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,49.92,828.89,No
C03536,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,85.05,950.95,No
C03537,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.69,1197.84,No
C03538,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,93.3,4960.39,No
C03539,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.51,364.17,No
C03540,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.71,696.9,No
C03541,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.44,1770.01,Yes
C03542,Male,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,71.04,3153.7,No
C03543,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,70.8,5115.84,No
C03544,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,93.28,4857.71,No
C03545,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.84,684.6,Yes
C03546,Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,61.07,3113.7,Yes
C03547,Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.75,727.49,No
C03548,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.28,238.77,No
C03549,Female,0,No,Yes,37,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.82,2800.35,No
C03550,Male,0,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.57,92.1,No
C03551,Male,1,No,Yes,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.99,1141.06,Yes
C03552,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.97,4136.33,Yes
C03553,Female,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),56.04,2589.19,No
C03554,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,108.32,3469.64,No
C03555,Female,1,Yes,No,2,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,105.76,163.89,No
C03556,Male,1,Yes,No,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.74,4272.39,No
C03557,Male,0,Yes,No,58,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),49.2,2845.46,No
C03558,Female,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.72,805.73,No
C03559,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.74,6130.92,No
C03560,Female,0,No,No,24,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.85,1863.52,No
C03561,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.88,971.98,Yes
C03562,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,56.47,3943.64,No
C03563,Female,0,Yes,Yes,68,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),62.22,4188.42,No
C03564,Male,0,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,98.63,2819.27,No
C03565,Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.21,907.87,Yes
C03566,Male,0,No,No,71,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,62.59,4385.0,No
C03567,Male,0,Yes,No,26,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,61.74,1616.16,Yes
C03568,Female,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.19,3345.11,No
C03569,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),105.74,6916.35,No
C03570,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,89.98,2205.63,Yes
C03571,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,71.68,1534.31,No
C03572,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,77.21,294.93,No
C03573,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,56.13,560.02,No
C03574,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.78,1299.74,Yes
